chunk_id,document_id,manufacturer,product,source_file,section_number,page_start,page_end,chunk_index,chunk_count_for_section,token_estimate,content_types,table_count,image_count,content_chars
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec11__chunk04,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,11,7,9,4,4,791,"image,ocr,table,text",7,4,10482
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec12__chunk01,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,12,9,12,1,5,850,"image,ocr,table,text",13,6,5308
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec12__chunk02,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,12,9,12,2,5,696,"image,ocr,table,text",13,6,6406
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec12__chunk03,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,12,9,12,3,5,841,"image,ocr,table,text",13,6,12438
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec12__chunk04,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,12,9,12,4,5,790,"image,ocr,table,text",13,6,12073
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec12__chunk05,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,12,9,12,5,5,649,"image,ocr,table,text",13,6,9889
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec13__chunk01,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,13,12,12,1,1,364,"table,text",1,0,2677
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec14__chunk01,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,14,12,13,1,1,847,"image,ocr,table,text",3,5,9802
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec15__chunk01,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,15,13,14,1,2,644,"image,ocr,table,text",3,2,4692
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec15__chunk02,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,15,13,14,2,2,693,"image,ocr,table,text",3,2,5929
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec16__chunk01,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,16,14,15,1,3,657,"image,ocr,table,text",4,2,4240
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec16__chunk02,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,16,14,15,2,3,797,"image,ocr,table,text",4,2,5809
pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco__sec16__chunk03,pintuco__fds-34-pintulaca-rojo-claro-7587-pintuco,Pintuco,PINTULACA ROJO CLARO 7587,FDS 34 - PINTULACA ROJO CLARO 7587 - PINTUCO .pdf,16,14,15,3,3,551,"image,ocr,table,text",4,2,5382
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec01__chunk01,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,1,1,1,1,1,336,"image,ocr,table,text",1,2,3379
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec02__chunk01,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,2,1,1,1,3,355,"image,ocr,table,text",1,4,2294
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec02__chunk02,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,2,1,1,2,3,817,"image,ocr,table,text",1,4,6906
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec02__chunk03,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,2,1,1,3,3,180,"image,ocr,table,text",1,4,2650
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec03__chunk01,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,3,1,2,1,1,532,"image,ocr,table,text",3,2,5320
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec04__chunk01,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,4,2,2,1,2,382,"table,text",1,0,2391
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec04__chunk02,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,4,2,2,2,2,804,"table,text",1,0,5758
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec05__chunk01,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,5,2,3,1,1,710,"image,ocr,table,text",2,2,6257
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec06__chunk01,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,6,3,3,1,1,656,"table,text",1,0,4988
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec07__chunk01,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,7,3,4,1,3,417,"image,ocr,table,text",2,2,2939
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec07__chunk02,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,7,3,4,2,3,819,"image,ocr,table,text",2,2,6808
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec07__chunk03,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,7,3,4,3,3,182,"image,ocr,table,text",2,2,2125
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec08__chunk01,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,8,4,5,1,4,557,"image,ocr,table,text",8,9,3824
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec08__chunk02,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,8,4,5,2,4,813,"image,ocr,table,text",8,9,6929
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec08__chunk03,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,8,4,5,3,4,820,"image,ocr,table,text",8,9,9306
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec08__chunk04,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,8,4,5,4,4,260,"image,ocr,table,text",8,9,3842
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec09__chunk01,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,9,5,6,1,2,831,"image,ocr,table,text",2,2,7654
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec09__chunk02,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,9,5,6,2,2,141,"image,ocr,table,text",2,2,1808
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec10__chunk01,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,10,6,6,1,1,544,"table,text",3,0,5441
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec11__chunk01,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,11,6,7,1,4,823,"image,ocr,table,text",2,2,5885
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec11__chunk02,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,11,6,7,2,4,850,"image,ocr,table,text",2,2,6616
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec11__chunk03,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,11,6,7,3,4,309,"image,ocr,table,text",2,2,2454
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec11__chunk04,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,11,6,7,4,4,82,"image,ocr,table,text",2,2,1211
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec12__chunk01,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,12,7,8,1,1,721,"image,ocr,table,text",5,2,7864
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec13__chunk01,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,13,8,8,1,1,364,"table,text",1,0,2690
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec14__chunk01,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,14,8,9,1,2,812,"image,ocr,table,text",2,6,9573
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec14__chunk02,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,14,8,9,2,2,140,"image,ocr,table,text",2,6,2018
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec15__chunk01,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,15,9,10,1,2,584,"image,ocr,table,text",2,2,4223
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec15__chunk02,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,15,9,10,2,2,691,"image,ocr,table,text",2,2,5854
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec16__chunk01,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,16,10,11,1,3,575,"image,ocr,table,text",2,2,3841
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec16__chunk02,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,16,10,11,2,3,844,"image,ocr,table,text",2,2,7170
pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco__sec16__chunk03,pintuco__fds-35-esmalte-top-quality-negro-1772-pintuco,Pintuco,ESMALTE TOP QUALITY NEGRO 1772,FDS 35- ESMALTE TOP QUALITY NEGRO 1772 - PINTUCO .pdf,16,10,11,3,3,141,"image,ocr,table,text",2,2,1762
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec01__chunk01,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,1,1,1,1,1,352,"image,ocr,table,text",1,2,3500
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec02__chunk01,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,2,1,1,1,3,354,"image,ocr,table,text",1,4,2290
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec02__chunk02,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,2,1,1,2,3,817,"image,ocr,table,text",1,4,6856
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec02__chunk03,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,2,1,1,3,3,180,"image,ocr,table,text",1,4,2565
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec03__chunk01,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,3,1,2,1,1,628,"image,ocr,table,text",4,2,6452
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec04__chunk01,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,4,2,2,1,2,382,"table,text",1,0,2388
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec04__chunk02,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,4,2,2,2,2,806,"table,text",1,0,5750
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec05__chunk01,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,5,2,3,1,1,776,"image,ocr,table,text",2,2,6789
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec06__chunk01,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,6,3,3,1,1,655,"table,text",1,0,4974
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec07__chunk01,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,7,3,4,1,3,416,"image,ocr,table,text",2,2,2951
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec07__chunk02,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,7,3,4,2,3,819,"image,ocr,table,text",2,2,6845
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec07__chunk03,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,7,3,4,3,3,181,"image,ocr,table,text",2,2,2169
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec08__chunk01,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,8,4,5,1,4,567,"image,ocr,table,text",9,9,3997
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec08__chunk02,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,8,4,5,2,4,831,"image,ocr,table,text",9,9,6954
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec08__chunk03,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,8,4,5,3,4,845,"image,ocr,table,text",9,9,9852
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec08__chunk04,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,8,4,5,4,4,177,"image,ocr,table,text",9,9,2566
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec09__chunk01,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,9,5,6,1,2,833,"image,ocr,table,text",3,2,7363
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec09__chunk02,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,9,5,6,2,2,181,"image,ocr,table,text",3,2,2285
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec10__chunk01,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,10,6,6,1,1,549,"table,text",3,0,5553
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec11__chunk01,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,11,6,7,1,4,781,"image,ocr,table,text",4,2,5740
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec11__chunk02,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,11,6,7,2,4,850,"image,ocr,table,text",4,2,7093
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec11__chunk03,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,11,6,7,3,4,127,"image,ocr,table,text",4,2,1256
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec11__chunk04,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,11,6,7,4,4,165,"image,ocr,table,text",4,2,2097
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec12__chunk01,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,12,7,8,1,3,490,"image,ocr,table,text",7,2,3552
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec12__chunk02,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,12,7,8,2,3,787,"image,ocr,table,text",7,2,10233
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec12__chunk03,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,12,7,8,3,3,267,"image,ocr,table,text",7,2,3468
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec13__chunk01,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,13,8,9,1,1,469,"image,ocr,table,text",3,1,4004
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec14__chunk01,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,14,9,10,1,2,846,"image,ocr,table,text",3,8,9828
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec14__chunk02,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,14,9,10,2,2,220,"image,ocr,table,text",3,8,3178
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec15__chunk01,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,15,10,10,1,2,357,"table,text",1,0,2382
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec15__chunk02,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,15,10,10,2,2,766,"table,text",1,0,5712
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec16__chunk01,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,16,10,11,1,4,617,"image,ocr,table,text",4,2,4026
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec16__chunk02,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,16,10,11,2,4,397,"image,ocr,table,text",4,2,3095
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec16__chunk03,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,16,10,11,3,4,836,"image,ocr,table,text",4,2,7032
pintuco__fds-37-esmalte-pintulux-aluminio-pintuco__sec16__chunk04,pintuco__fds-37-esmalte-pintulux-aluminio-pintuco,Pintuco,ESMALTE PINTULUX ALUMINIO,FDS 37 - ESMALTE PINTULUX ALUMINIO - PINTUCO .pdf,16,10,11,4,4,140,"image,ocr,table,text",4,2,1618
pintuco__fds-38-esmalte-top-quality-rojo-bermellon-9409-pintuco__sec01__chunk01,pintuco__fds-38-esmalte-top-quality-rojo-bermellon-9409-pintuco,Pintuco,ESMALTE TOP QUALITY ROJO BERMELLON 9409,FDS 38 - ESMALTE TOP QUALITY ROJO BERMELLON 9409 - PINTUCO .pdf,1,1,1,1,1,364,"image,ocr,table,text",1,2,3696
pintuco__fds-38-esmalte-top-quality-rojo-bermellon-9409-pintuco__sec02__chunk01,pintuco__fds-38-esmalte-top-quality-rojo-bermellon-9409-pintuco,Pintuco,ESMALTE TOP QUALITY ROJO BERMELLON 9409,FDS 38 - ESMALTE TOP QUALITY ROJO BERMELLON 9409 - PINTUCO .pdf,2,1,1,1,3,338,"image,ocr,table,text",1,4,2178
pintuco__fds-38-esmalte-top-quality-rojo-bermellon-9409-pintuco__sec02__chunk02,pintuco__fds-38-esmalte-top-quality-rojo-bermellon-9409-pintuco,Pintuco,ESMALTE TOP QUALITY ROJO BERMELLON 9409,FDS 38 - ESMALTE TOP QUALITY ROJO BERMELLON 9409 - PINTUCO .pdf,2,1,1,2,3,823,"image,ocr,table,text",1,4,7385
